gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	NE_FB	NE_HFC	NE_KC	NE_KC_Channel	NE_LC	NE_LEC	NE_Lymphocyte	NE_MEC	NE_MEL	NE_Mac-DC	NE_Mast	NE_Pc-vSMC	NE_SGC	NE_Schwann	NE_Sebocyte	NE_VEC	NF_FB	NF_HFC	NF_KC	NF_KC_Channel	NF_LC	NF_LEC	NF_Lymphocyte	NF_MEC	NF_MEL	NF_Mac-DC	NF_Mast	NF_Pc-vSMC	NF_SGC	NF_Schwann	NF_Sebocyte	NF_VEC	NP_FB	NP_HFC	NP_KC	NP_KC_Channel	NP_LC	NP_LEC	NP_Lymphocyte	NP_MEC	NP_MEL	NP_Mac-DC	NP_Mast	NP_Pc-vSMC	NP_SGC	NP_Schwann	NP_VEC	NT_FB	NT_HFC	NT_KC	NT_KC_Channel	NT_LC	NT_LEC	NT_Lymphocyte	NT_MEC	NT_MEL	NT_Mac-DC	NT_Mast	NT_Pc-vSMC	NT_SGC	NT_Schwann	NT_Sebocyte	NT_VEC	PS_FB	PS_HFC	PS_KC	PS_KC_Channel	PS_LC	PS_LEC	PS_Lymphocyte	PS_MEC	PS_MEL	PS_Mac-DC	PS_Mast	PS_Pc-vSMC	PS_SGC	PS_Schwann	PS_Sebocyte	PS_VEC
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0D4790CB0	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS068F11B5E	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0BCE841D5	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0603C3490	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC007D5C2B3	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC096C28605	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0792FFF91	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0BF385067	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0DB5AB2C4	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0827BB954	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0C8B25F6D	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0E5CBF38E	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC06FC18E3A	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0664821F8	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC05B3DB330	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC002EFE61E	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS052714C89	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0CD4875F8	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0C43745D6	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS07AF8702D	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0A5376E7A	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS020F306DA	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS07EF8D9C2	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS08910752E	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0C04EA74D	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS096A4BF1B	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0F46608E1	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS013047C58	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS03EEE6D2D	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC01450B2FA	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0C4BEF4C8	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0D9BFD8AF	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0ACDCA68F	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0FF085B8B	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0A195F101	SLC1A6	0.001	0.025	0.013	0.002	0.002	0.001	0.0	0.005	0.001	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.022	0.03	0.001	0.001	0.0	0.001	0.005	0.0	0.001	0.0	0.001	0.0	0.002	0.009	0.001	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.033	0.015	0.001	0.001	0.0	0.001	0.003	0.0	0.002	0.0	0.001	0.001	0.006	0.0	0.0	0.002	0.033	0.014	0.003	0.002	0.001	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.0
